10-25-2008	16.3
10-26-2008	16.6
10-27-2008	16.5
10-28-2008	26.4
10-29-2008	37.4
10-30-2008	78.2
10-31-2008	57.4
11-01-2008	82.2
11-02-2008	47.1
11-03-2008	121
11-04-2008	118
11-05-2008	224
11-06-2008	209
11-07-2008	145
11-08-2008	100
11-09-2008	78.7
11-10-2008	68.3
11-11-2008	63.5
11-12-2008	65.7
11-13-2008	70.7
11-14-2008	61.1
11-15-2008	56.9
11-16-2008	53.7
11-17-2008	53.1
11-18-2008	52.3
11-19-2008	37.4
11-20-2008	16.9
11-21-2008	17.2
11-22-2008	16.9
11-23-2008	16.8
11-24-2008	16.7
11-25-2008	17.2
11-26-2008	17
11-27-2008	15.5
11-28-2008	23.7
11-29-2008	19
11-30-2008	56.1
12-01-2008	41.4
12-02-2008	23.6
12-03-2008	16.6
12-04-2008	19.4
12-05-2008	26.4
12-06-2008	35.8
12-07-2008	28.2
12-08-2008	36.5
12-09-2008	15.2
12-10-2008	24.2
12-11-2008	71.1
12-12-2008	79.4
12-13-2008	36.6
12-14-2008	192
12-15-2008	279
12-16-2008	186
12-17-2008	130
12-18-2008	81.8
12-19-2008	59
12-20-2008	45.5
12-21-2008	40.2
12-22-2008	43.4
12-23-2008	40
12-24-2008	36.4
12-25-2008	35.8
12-26-2008	31
12-27-2008	26.5
12-28-2008	23.6
12-29-2008	19.7
12-30-2008	16.2
12-31-2008	15.3
01-01-2009	16.2
01-02-2009	15.7
01-03-2009	16.2
01-04-2009	16.4
01-05-2009	16
01-06-2009	15
01-07-2009	15
01-08-2009	15.3
01-09-2009	15.8
01-10-2009	15.6
01-11-2009	16.1
01-12-2009	16.1
1-13-2009	16
1-14-2009	15.9
1-15-2009	15.9
1-16-2009	16
1-17-2009	15.7
1-18-2009	14.8
1-19-2009	14.8
1-20-2009	93.6
1-21-2009	60.8
1-22-2009	26.7
1-23-2009	22.7
1-24-2009	46.5
1-25-2009	19.7
1-26-2009	16
1-27-2009	18.9
1-28-2009	16.8
1-29-2009	16.6
